UniqueID,IDnotebook,CollectionDate,SeasonDay,Location,CollectorName,InfectionDate,Dose,DoseBacteriaNumber,BacterialSpecies,Treatment,Death_date,Days_post_infection,Status,PronotumLength,PronotumMeasured,ElytralLength,ElytralMeasured,Mass,MassMeasured,Notes,PhysiologicalCondition,ELBins,MassBins,SeasonDayBins
A554,EVB74,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Emily Van Beek ,15-Jul,0.1,0.1,03_Paerug,03_Pa_0.1,7-Aug,23,1,3.35,Y,10.14,Y,0.0487,Y,,0.004802761,3,3,2
A944,AZ157,20-Jul,23,"USA: Union Co, Bucknell Ropes Course",Anqi Zang ,21-Jul,0.1,0.1,03_Paerug,03_Pa_0.1,23-Jul,2,1,2.51,Y,8.9,Y,0.0224,Y,,0.002516854,2,1,3
A943,AZ161,20-Jul,23,"USA: Union Co, Bucknell Ropes Course",Anqi Zang ,21-Jul,0.1,0.1,03_Paerug,03_Pa_0.1,23-Jul,2,1,3.36,Y,9.5,Y,0.0255,Y,,0.002684211,3,1,3
A946,AZ160,20-Jul,23,"USA: Union Co, Bucknell Ropes Course",Anqi Zang ,21-Jul,0.1,0.1,03_Paerug,03_Pa_0.1,30-Jul,9,1,3.65,Y,8.56,Y,0.0287,Y,,0.003352804,2,2,3
A939,AZ162,20-Jul,23,"USA: Union Co, Bucknell Ropes Course",Anqi Zang ,21-Jul,0.1,0.1,03_Paerug,03_Pa_0.1,2-Aug,12,1,3.21,Y,10,Y,0.0332,Y,,0.00332,3,2,3
A942,AZ149,20-Jul,23,"USA: Union Co, Bucknell Ropes Course",Anqi Zang ,21-Jul,0.1,0.1,03_Paerug,03_Pa_0.1,1-Aug,11,1,2.24,Y,10.18,Y,0.0362,Y,,0.003555992,3,2,3
A941,AZ154,20-Jul,23,"USA: Union Co, Bucknell Ropes Course",Anqi Zang ,21-Jul,0.1,0.1,03_Paerug,03_Pa_0.1,29-Jul,8,1,3.19,Y,9.94,Y,0.037,Y,,0.003722334,3,2,3
A940,AZ156,20-Jul,23,"USA: Union Co, Bucknell Ropes Course",Anqi Zang ,21-Jul,0.1,0.1,03_Paerug,03_Pa_0.1,25-Jul,4,1,2.97,Y,10.13,Y,0.0412,Y,,0.004067127,3,3,3
A945,AZ151,20-Jul,23,"USA: Union Co, Bucknell Ropes Course",Anqi Zang ,21-Jul,0.1,0.1,03_Paerug,03_Pa_0.1,26-Jul,5,1,3.33,Y,10.55,Y,0.047,Y,,0.004454976,4,3,3
A570,EVB61,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Emily Van Beek ,15-Jul,1,1,03_Paerug,03_Pa_1.0,19-Jul,4,1,1.36,Y,8.36,Y,0.0191,Y,,0.002284689,2,1,2
A577,EVB69,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Emily Van Beek ,15-Jul,1,1,03_Paerug,03_Pa_1.0,22-Jul,7,1,1.64,Y,7.96,Y,0.022,Y,,0.002763819,2,1,2
A573,DS-75,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Devin ,15-Jul,1,1,03_Paerug,03_Pa_1.0,21-Jul,6,1,1.98,Y,7.09,Y,0.0248,Y,,0.003497884,1,1,2
A578,B71,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Zhengkai Zhu ,15-Jul,1,1,03_Paerug,03_Pa_1.0,24-Jul,9,1,1.58,Y,7.78,Y,0.0251,Y,,0.003226221,2,1,2
A572,B73,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Zhengkai Zhu ,15-Jul,1,1,03_Paerug,03_Pa_1.0,24-Jul,9,1,2.32,Y,7.25,Y,0.0281,Y,,0.003875862,1,2,2
A575,DP50,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Deeshani Patel ,15-Jul,1,1,03_Paerug,03_Pa_1.0,17-Jul,2,1,2.76,Y,8.44,Y,0.0286,Y,,0.003388626,2,2,2
A567,DS-14,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Devin ,15-Jul,1,1,03_Paerug,03_Pa_1.0,22-Jul,7,1,3.4,Y,8.79,Y,0.0289,Y,,0.003287827,2,2,2
A579,B94,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Zhengkai Zhu ,15-Jul,1,1,03_Paerug,03_Pa_1.0,20-Jul,5,1,2.23,Y,9.03,Y,0.0289,Y,,0.003200443,3,2,2
A574,VS118,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Victor Sustinov ,15-Jul,1,1,03_Paerug,03_Pa_1.0,17-Jul,2,1,2.33,Y,7.25,Y,0.0341,Y,,0.004703448,1,2,2
A568,DS-12,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Devin ,15-Jul,1,1,03_Paerug,03_Pa_1.0,22-Jul,7,1,2.62,Y,9.53,Y,0.037,Y,,0.003882476,3,2,2
A576,VS151,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Victor Sustinov ,15-Jul,1,1,03_Paerug,03_Pa_1.0,27-Jul,12,1,2.32,Y,9.91,Y,0.0402,Y,,0.004056509,3,3,2
A571,MJT95,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Maddy Tuffy ,15-Jul,1,1,03_Paerug,03_Pa_1.0,25-Jul,10,1,2.77,Y,10.56,Y,0.044,Y,,0.004166667,4,3,2
A569,EVB63,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Emily Van Beek ,15-Jul,1,1,03_Paerug,03_Pa_1.0,22-Jul,7,1,2.98,Y,9.91,Y,0.057,Y,,0.005751766,3,4,2
A954,DP,20-Jul,23,"USA: Union Co, Bucknell Ropes Course",Deeshani Patel,21-Jul,1,1,03_Paerug,03_Pa_1.0,27-Jul,6,1,2.61,Y,8.93,Y,0.0251,Y,,0.00281075,3,1,3
A950,DP,20-Jul,23,"USA: Union Co, Bucknell Ropes Course",Deeshani Patel,21-Jul,1,1,03_Paerug,03_Pa_1.0,24-Jul,3,1,2.38,Y,9.06,Y,0.0277,Y,,0.003057395,3,2,3
A953,DP,20-Jul,23,"USA: Union Co, Bucknell Ropes Course",Deeshani Patel,21-Jul,1,1,03_Paerug,03_Pa_1.0,28-Jul,7,1,2.69,Y,9.67,Y,0.031,Y,,0.003205791,3,2,3
A952,DP,20-Jul,23,"USA: Union Co, Bucknell Ropes Course",Deeshani Patel,21-Jul,1,1,03_Paerug,03_Pa_1.0,2-Aug,12,1,2.86,Y,8.95,Y,0.0315,Y,,0.003519553,3,2,3
A948,ZZK,20-Jul,23,"USA: Union Co, Bucknell Ropes Course",Zhengkai Zhu ,21-Jul,1,1,03_Paerug,03_Pa_1.0,25-Jul,4,1,2.93,Y,8.14,Y,0.0337,Y,,0.004140049,2,2,3
A949,MT,20-Jul,23,"USA: Union Co, Bucknell Ropes Course",Maddy Tuffy ,21-Jul,1,1,03_Paerug,03_Pa_1.0,9-Aug,16,1,2.22,Y,9.41,Y,0.0384,Y,,0.004080765,3,2,3
A951,ZZK,20-Jul,23,"USA: Union Co, Bucknell Ropes Course",Zhengkai Zhu ,21-Jul,1,1,03_Paerug,03_Pa_1.0,25-Jul,4,1,2.94,Y,10.15,Y,0.0476,Y,,0.004689655,3,3,3
A947,MT139,20-Jul,23,"USA: Union Co, Bucknell Ropes Course",Maddy Tuffy ,21-Jul,1,1,03_Paerug,03_Pa_1.0,29-Jul,8,1,2.91,Y,10.94,Y,0.0534,Y,,0.00488117,4,4,3
A583,DS-11,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Devin ,15-Jul,5,5,03_Paerug,03_Pa_5.0,17-Jul,2,1,2.53,Y,8.09,Y,0.0221,Y,,0.002731768,2,1,2
A580,VS126,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Victor Sustinov ,15-Jul,5,5,03_Paerug,03_Pa_5.0,29-Jul,14,1,1.68,Y,7.24,Y,0.0257,Y,,0.003549724,1,1,2
A582,MJT99,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Maddy Tuffy ,15-Jul,5,5,03_Paerug,03_Pa_5.0,21-Jul,6,1,2.36,Y,8.04,Y,0.0263,Y,,0.003271144,2,1,2
A589,DP74,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Deeshani Patel ,15-Jul,5,5,03_Paerug,03_Pa_5.0,21-Jul,6,1,1.91,Y,8.38,Y,0.0324,Y,,0.003866348,2,2,2
A590,MJT109,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Maddy Tuffy ,15-Jul,5,5,03_Paerug,03_Pa_5.0,25-Jul,10,1,1.99,Y,8.79,Y,0.0325,Y,,0.003697383,2,2,2
A592,SEL,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Sarah Lower ,15-Jul,5,5,03_Paerug,03_Pa_5.0,29-Jul,14,1,3.38,Y,9.01,Y,0.0352,Y,,0.00390677,3,2,2
A586,MJT89,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Maddy Tuffy ,15-Jul,5,5,03_Paerug,03_Pa_5.0,22-Jul,7,1,2.68,Y,9.26,Y,0.0356,Y,,0.003844492,3,2,2
A584,MJT87,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Maddy Tuffy ,15-Jul,5,5,03_Paerug,03_Pa_5.0,22-Jul,7,1,2.61,Y,8.83,Y,0.0366,Y,,0.00414496,2,2,2
A593,SEL,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Sarah Lower ,15-Jul,5,5,03_Paerug,03_Pa_5.0,22-Jul,7,1,2.6,Y,9.89,Y,0.0401,Y,,0.004054601,3,3,2
A587,EVB46,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Emily Van Beek ,15-Jul,5,5,03_Paerug,03_Pa_5.0,29-Jul,14,1,2.14,Y,9.53,Y,0.0476,Y,,0.004994753,3,3,2
A588,MJT112,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Maddy Tuffy ,15-Jul,5,5,03_Paerug,03_Pa_5.0,18-Jul,3,1,2.37,Y,10.26,Y,0.048,Y,,0.004678363,3,3,2
A591,SEL,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Sarah Lower ,15-Jul,5,5,03_Paerug,03_Pa_5.0,22-Jul,7,1,3.49,Y,10.23,Y,0.0484,Y,,0.004731183,3,3,2
A581,B99,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Zhengkai Zhu ,15-Jul,5,5,03_Paerug,03_Pa_5.0,2-Aug,18,1,2.69,Y,8.08,Y,0.0497,Y,,0.00615099,2,3,2
A958,ZZK,20-Jul,23,"USA: Union Co, Bucknell Ropes Course",Zhengkai Zhu ,21-Jul,5,5,03_Paerug,03_Pa_5.0,26-Jul,5,1,2.87,Y,7.93,Y,0.0179,Y,,0.002257251,2,1,3
A962,ZZK,20-Jul,23,"USA: Union Co, Bucknell Ropes Course",Zhengkai Zhu ,21-Jul,5,5,03_Paerug,03_Pa_5.0,29-Jul,8,1,3.22,Y,8.66,Y,0.0238,Y,,0.002748268,2,1,3
A959,ZZK,20-Jul,23,"USA: Union Co, Bucknell Ropes Course",Zhengkai Zhu ,21-Jul,5,5,03_Paerug,03_Pa_5.0,26-Jul,5,1,2.74,Y,7.94,Y,0.024,Y,,0.00302267,2,1,3
A961,DP,20-Jul,23,"USA: Union Co, Bucknell Ropes Course",Deeshani Patel,21-Jul,5,5,03_Paerug,03_Pa_5.0,26-Jul,5,1,3.03,Y,9.41,Y,0.0278,Y,,0.002954304,3,2,3
A956,ZZK,20-Jul,23,"USA: Union Co, Bucknell Ropes Course",Zhengkai Zhu ,21-Jul,5,5,03_Paerug,03_Pa_5.0,27-Jul,6,1,3.38,Y,8.71,Y,0.0362,Y,,0.004156142,2,2,3
A957,ZZK,20-Jul,23,"USA: Union Co, Bucknell Ropes Course",Zhengkai Zhu ,21-Jul,5,5,03_Paerug,03_Pa_5.0,22-Jul,1,1,2.87,Y,9.09,Y,0.0402,Y,,0.004422442,3,3,3
A960,DP,20-Jul,23,"USA: Union Co, Bucknell Ropes Course",Deeshani Patel,21-Jul,5,5,03_Paerug,03_Pa_5.0,22-Jul,1,1,2.58,Y,9.38,Y,0.041,Y,,0.004371002,3,3,3
A955,ZZK,20-Jul,23,"USA: Union Co, Bucknell Ropes Course",Zhengkai Zhu ,21-Jul,5,5,03_Paerug,03_Pa_5.0,24-Jul,3,1,3.07,Y,10.51,Y,0.0425,Y,,0.004043768,4,3,3
A295,SEL,6-Jul,9,"USA: Montour Co, Bucknell Natural Area",Sarah Lower ,7-Jul,0.1,0.1,04_Smarc,04_Sm_0.1 ,14-Jul,7,1,2.18,Y,7.43,Y,0.0164,Y,,0.002207268,1,1,1
A310,B08,6-Jul,9,"USA: Montour Co, Bucknell Natural Area",Zhengkai Zhu ,7-Jul,0.1,0.1,04_Smarc,04_Sm_0.1 ,13-Jul,6,1,2.28,Y,9.21,Y,0.0195,Y,,0.002117264,3,1,1
A298,MJT36,6-Jul,9,"USA: Montour Co, Bucknell Natural Area",Maddy Tuffy ,7-Jul,0.1,0.1,04_Smarc,04_Sm_0.1 ,17-Jul,10,1,2.68,Y,8.93,Y,0.0224,Y,,0.002508399,3,1,1
A301,B07,6-Jul,9,"USA: Montour Co, Bucknell Natural Area",Zhengkai Zhu ,7-Jul,0.1,0.1,04_Smarc,04_Sm_0.1 ,13-Jul,6,1,2.98,Y,8.28,Y,0.0242,Y,,0.002922705,2,1,1
A307,SEL,6-Jul,9,"USA: Montour Co, Bucknell Natural Area",Sarah Lower ,7-Jul,0.1,0.1,04_Smarc,04_Sm_0.1 ,16-Jul,9,1,3.83,Y,10.95,Y,0.0265,Y,,0.002420091,4,1,1
A296,DP11,6-Jul,9,"USA: Montour Co, Bucknell Natural Area",Deeshani Patel ,7-Jul,0.1,0.1,04_Smarc,04_Sm_0.1 ,20-Jul,13,1,3.35,Y,11.2,Y,0.0266,Y,,0.002375,4,1,1
A312,MJT41,6-Jul,9,"USA: Montour Co, Bucknell Natural Area",Maddy Tuffy ,7-Jul,0.1,0.1,04_Smarc,04_Sm_0.1 ,19-Jul,12,1,3.9,Y,9.78,Y,0.0276,Y,,0.002822086,3,2,1
A297,SEL,6-Jul,9,"USA: Montour Co, Bucknell Natural Area",Sarah Lower ,7-Jul,0.1,0.1,04_Smarc,04_Sm_0.1 ,25-Jul,18,1,2.36,Y,9.34,Y,0.0297,Y,,0.003179872,3,2,1
A300,B11,6-Jul,9,"USA: Montour Co, Bucknell Natural Area",Zhengkai Zhu ,7-Jul,0.1,0.1,04_Smarc,04_Sm_0.1 ,20-Jul,13,1,2.42,Y,9.52,Y,0.0333,Y,,0.003497899,3,2,1
A304,B06,6-Jul,9,"USA: Montour Co, Bucknell Natural Area",Zhengkai Zhu ,7-Jul,0.1,0.1,04_Smarc,04_Sm_0.1 ,11-Jul,4,1,3.18,Y,8.93,Y,0.0337,Y,,0.003773796,3,2,1
A308,AZ68,6-Jul,9,"USA: Montour Co, Bucknell Natural Area",Anqi Zang ,7-Jul,0.1,0.1,04_Smarc,04_Sm_0.1 ,21-Jul,14,1,3.2,Y,9.52,Y,0.036,Y,,0.003781513,3,2,1
A305,B14,6-Jul,9,"USA: Montour Co, Bucknell Natural Area",Zhengkai Zhu ,7-Jul,0.1,0.1,04_Smarc,04_Sm_0.1 ,19-Jul,12,1,3.22,Y,10.12,Y,0.0362,Y,,0.003577075,3,2,1
A306,MJT40,6-Jul,9,"USA: Montour Co, Bucknell Natural Area",Maddy Tuffy ,7-Jul,0.1,0.1,04_Smarc,04_Sm_0.1 ,18-Jul,11,1,3.04,Y,8.89,Y,0.0367,Y,,0.004128234,2,2,1
A299,MJT39,6-Jul,9,"USA: Montour Co, Bucknell Natural Area",Maddy Tuffy ,7-Jul,0.1,0.1,04_Smarc,04_Sm_0.1 ,18-Jul,11,1,3.04,Y,11.07,Y,0.0415,Y,,0.003748871,4,3,1
A313,DP10,6-Jul,9,"USA: Montour Co, Bucknell Natural Area",Deeshani Patel ,7-Jul,0.1,0.1,04_Smarc,04_Sm_0.1 ,9-Jul,2,1,2.84,Y,10.82,Y,0.043,Y,,0.003974122,4,3,1
A311,MJT50,6-Jul,9,"USA: Montour Co, Bucknell Natural Area",Maddy Tuffy ,7-Jul,0.1,0.1,04_Smarc,04_Sm_0.1 ,10-Jul,3,1,3.14,Y,10.35,Y,0.044,Y,,0.004251208,3,3,1
A309,AZ64,6-Jul,9,"USA: Montour Co, Bucknell Natural Area",Anqi Zang ,7-Jul,0.1,0.1,04_Smarc,04_Sm_0.1 ,29-Jul,22,1,2.8,Y,10.17,Y,0.0475,Y,,0.0046706,3,3,1
A314,SEL,6-Jul,9,"USA: Montour Co, Bucknell Natural Area",Sarah Lower ,7-Jul,0.1,0.1,04_Smarc,04_Sm_0.1 ,27-Jul,20,1,2.93,Y,9.85,Y,0.0484,Y,,0.004913706,3,3,1
A601,DP53,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Deeshani Patel ,15-Jul,0.1,0.1,04_Smarc,04_Sm_0.1 ,24-Jul,9,1,1.52,Y,5.97,Y,0.0165,Y,,0.002763819,1,1,2
A603,AZ92,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Emily Van Beek ,15-Jul,0.1,0.1,04_Smarc,04_Sm_0.1 ,23-Jul,8,1,1.27,Y,7,Y,0.021,Y,,0.003,1,1,2
A605,AZ108,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Anqi Zang ,15-Jul,0.1,0.1,04_Smarc,04_Sm_0.1 ,18-Jul,3,1,2.13,Y,7.12,Y,0.022,Y,,0.003089888,1,1,2
A608,AZ118,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Anqi Zang ,15-Jul,0.1,0.1,04_Smarc,04_Sm_0.1 ,19-Jul,4,1,1.91,Y,7.28,Y,0.0248,Y,,0.003406593,1,1,2
A599,DP71,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Deeshani Patel ,15-Jul,0.1,0.1,04_Smarc,04_Sm_0.1 ,17-Jul,2,1,1.9,Y,8.45,Y,0.0262,Y,,0.003100592,2,1,2
A600,DP76,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Deeshani Patel ,15-Jul,0.1,0.1,04_Smarc,04_Sm_0.1 ,17-Jul,2,1,2.3,Y,7.91,Y,0.029,Y,,0.003666245,2,2,2
A602,EVB96,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Emily Van Beek ,15-Jul,0.1,0.1,04_Smarc,04_Sm_0.1 ,22-Jul,7,1,2.57,Y,8.26,Y,0.0294,Y,,0.003559322,2,2,2
A609,AP51,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Alexa Patel  ,15-Jul,0.1,0.1,04_Smarc,04_Sm_0.1 ,17-Jul,2,1,2.32,Y,8.25,Y,0.0294,Y,,0.003563636,2,2,2
A607,AZ119,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Anqi Zang ,15-Jul,0.1,0.1,04_Smarc,04_Sm_0.1 ,25-Jul,10,1,2.86,Y,9.3,Y,0.0298,Y,,0.003204301,3,2,2
A610,AP79,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Alexa Patel  ,15-Jul,0.1,0.1,04_Smarc,04_Sm_0.1 ,18-Jul,3,1,2.39,Y,9.83,Y,0.0312,Y,,0.003173957,3,2,2
A606,AZ106,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Anqi Zang ,15-Jul,0.1,0.1,04_Smarc,04_Sm_0.1 ,1-Aug,17,1,2.63,Y,7.83,Y,0.0343,Y,,0.004380587,2,2,2
A611,C12,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Zhengkai Zhu ,15-Jul,0.1,0.1,04_Smarc,04_Sm_0.1 ,29-Jul,14,1,3.17,Y,11.87,Y,0.0561,Y,,0.004726201,4,4,2
A1042,MT,27-Jul,30,"USA: Union Co, Bucknell Farm",Maddy Tuffy ,28-Jul,0.1,0.1,04_Smarc,04_Sm_0.1 ,29-Jul,1,1,2.72,Y,9.17,Y,0.0267,Y,,0.002911668,3,1,4
A1037,DP,27-Jul,30,"USA: Union Co, Bucknell Farm",Deeshani Patel,28-Jul,0.1,0.1,04_Smarc,04_Sm_0.1 ,1-Aug,3,1,2.92,Y,9.53,Y,0.0279,Y,,0.002927597,3,2,4
A1038,DP,27-Jul,30,"USA: Union Co, Bucknell Farm",Deeshani Patel,28-Jul,0.1,0.1,04_Smarc,04_Sm_0.1 ,11-Aug,13,1,2.6,Y,9.1,Y,0.036,Y,,0.003956044,3,2,4
A1040,DP,27-Jul,30,"USA: Union Co, Bucknell Farm",Deeshani Patel,28-Jul,0.1,0.1,04_Smarc,04_Sm_0.1 ,9-Aug,11,1,2.83,Y,10.21,Y,0.0361,Y,,0.003535749,3,2,4
A1041,DP,27-Jul,30,"USA: Union Co, Bucknell Farm",Deeshani Patel,28-Jul,0.1,0.1,04_Smarc,04_Sm_0.1 ,29-Jul,1,1,3.03,Y,10.54,Y,0.0403,Y,,0.003823529,4,3,4
A330,B17,6-Jul,9,"USA: Montour Co, Bucknell Natural Area",Zhengkai Zhu ,7-Jul,1,1,04_Smarc,04_Sm_1.0,11-Jul,4,1,2.73,Y,7.73,Y,0.015,Y,,0.001940492,2,1,1
A332,SEL,6-Jul,9,"USA: Montour Co, Bucknell Natural Area",Sarah Lower ,7-Jul,1,1,04_Smarc,04_Sm_1.0,13-Jul,6,1,3.68,Y,9.15,Y,0.0226,Y,,0.002469945,3,1,1
A319,B20,6-Jul,9,"USA: Montour Co, Bucknell Natural Area",Zhengkai Zhu ,7-Jul,1,1,04_Smarc,04_Sm_1.0,19-Jul,12,1,3.02,Y,8.59,Y,0.024,Y,,0.002793946,2,1,1
A315,DP23,6-Jul,9,"USA: Montour Co, Bucknell Natural Area",Deeshani Patel ,7-Jul,1,1,04_Smarc,04_Sm_1.0,15-Jul,8,1,3.61,Y,9.59,Y,0.026,Y,,0.002711157,3,1,1
A334,SEL,6-Jul,9,"USA: Montour Co, Bucknell Natural Area",Sarah Lower ,7-Jul,1,1,04_Smarc,04_Sm_1.0,13-Jul,6,1,2.95,Y,8.98,Y,0.0264,Y,,0.002939866,3,1,1
A327,DP30,6-Jul,9,"USA: Montour Co, Bucknell Natural Area",Deeshani Patel ,7-Jul,1,1,04_Smarc,04_Sm_1.0,11-Jul,4,1,3.44,Y,10.05,Y,0.028,Y,,0.00278607,3,2,1
A318,AZ59,6-Jul,9,"USA: Montour Co, Bucknell Natural Area",Anqi Zang ,7-Jul,1,1,04_Smarc,04_Sm_1.0,19-Jul,12,1,2.75,Y,8.21,Y,0.0296,Y,,0.003605359,2,2,1
A325,DP13,6-Jul,9,"USA: Montour Co, Bucknell Natural Area",Deeshani Patel ,7-Jul,1,1,04_Smarc,04_Sm_1.0,20-Jul,13,1,2.98,Y,9.98,Y,0.0308,Y,,0.003086172,3,2,1
A329,MJT42,6-Jul,9,"USA: Montour Co, Bucknell Natural Area",Maddy Tuffy ,7-Jul,1,1,04_Smarc,04_Sm_1.0,17-Jul,10,1,3.33,Y,9.62,Y,0.0324,Y,,0.003367983,3,2,1
A316,SEL,6-Jul,9,"USA: Montour Co, Bucknell Natural Area",Sarah Lower ,7-Jul,1,1,04_Smarc,04_Sm_1.0,23-Jul,16,1,2.97,Y,10.23,Y,0.0325,Y,,0.003176931,3,2,1
A323,DP12,6-Jul,9,"USA: Montour Co, Bucknell Natural Area",Deeshani Patel ,7-Jul,1,1,04_Smarc,04_Sm_1.0,15-Jul,8,1,3.82,Y,9.61,Y,0.0328,Y,,0.003413111,3,2,1
A320,MJT43,6-Jul,9,"USA: Montour Co, Bucknell Natural Area",Maddy Tuffy ,7-Jul,1,1,04_Smarc,04_Sm_1.0,25-Jul,18,1,2.77,Y,11.33,Y,0.0347,Y,,0.003062665,4,2,1
A328,MJT48,6-Jul,9,"USA: Montour Co, Bucknell Natural Area",Maddy Tuffy ,7-Jul,1,1,04_Smarc,04_Sm_1.0,16-Jul,9,1,3.59,Y,10.6,Y,0.0386,Y,,0.003641509,4,2,1
A326,MJT44,6-Jul,9,"USA: Montour Co, Bucknell Natural Area",Maddy Tuffy ,7-Jul,1,1,04_Smarc,04_Sm_1.0,14-Jul,7,1,3.27,Y,10.03,Y,0.042,Y,,0.004187438,3,3,1
A331,SEL,6-Jul,9,"USA: Montour Co, Bucknell Natural Area",Sarah Lower ,7-Jul,1,1,04_Smarc,04_Sm_1.0,15-Jul,8,1,3.11,Y,11.68,Y,0.0433,Y,,0.003707192,4,3,1
A333,DP20,6-Jul,9,"USA: Montour Co, Bucknell Natural Area",Deeshani Patel ,7-Jul,1,1,04_Smarc,04_Sm_1.0,17-Jul,10,1,3.6,Y,10.07,Y,0.0456,Y,,0.004528302,3,3,1
A324,DP14,6-Jul,9,"USA: Montour Co, Bucknell Natural Area",Deeshani Patel ,7-Jul,1,1,04_Smarc,04_Sm_1.0,15-Jul,8,1,3.04,Y,10.69,Y,0.0467,Y,,0.004368569,4,3,1
A317,SEL,6-Jul,9,"USA: Montour Co, Bucknell Natural Area",Sarah Lower ,7-Jul,1,1,04_Smarc,04_Sm_1.0,10-Jul,3,1,2.95,Y,10.27,Y,0.0486,Y,,0.00473223,3,3,1
A322,B12,6-Jul,9,"USA: Montour Co, Bucknell Natural Area",Zhengkai Zhu ,7-Jul,1,1,04_Smarc,04_Sm_1.0,19-Jul,12,1,3.91,Y,10.43,Y,0.052,Y,,0.004985618,4,4,1
A321,AZ73,6-Jul,9,"USA: Montour Co, Bucknell Natural Area",Anqi Zang ,7-Jul,1,1,04_Smarc,04_Sm_1.0,19-Jul,12,1,3.74,Y,10.22,Y,0.0525,Y,,0.005136986,3,4,1
A626,B85,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Zhengkai Zhu ,15-Jul,1,1,04_Smarc,04_Sm_1.0,17-Jul,2,1,2.63,Y,7.52,Y,0.0208,Y,,0.002765957,2,1,2
A621,B73,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Zhengkai Zhu ,15-Jul,1,1,04_Smarc,04_Sm_1.0,19-Jul,4,1,2.82,Y,8.44,Y,0.0215,Y,,0.002547393,2,1,2
A623,AZ123,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Anqi Zang ,15-Jul,1,1,04_Smarc,04_Sm_1.0,23-Jul,8,1,3.71,Y,7.38,Y,0.0225,Y,,0.00304878,1,1,2
A620,AZ112,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Anqi Zang ,15-Jul,1,1,04_Smarc,04_Sm_1.0,19-Jul,4,1,2.09,Y,8.89,Y,0.0247,Y,,0.002778403,2,1,2
A622,AZ120,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Anqi Zang ,15-Jul,1,1,04_Smarc,04_Sm_1.0,17-Jul,2,1,3.45,Y,9.94,Y,0.0273,Y,,0.002746479,3,2,2
A624,AZ122,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Anqi Zang ,15-Jul,1,1,04_Smarc,04_Sm_1.0,27-Jul,12,1,2.64,Y,9.27,Y,0.0294,Y,,0.003171521,3,2,2
A615,DP48,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Deeshani Patel ,15-Jul,1,1,04_Smarc,04_Sm_1.0,19-Jul,4,1,2.38,Y,9.48,Y,0.0316,Y,,0.003333333,3,2,2
A612,EVB49,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Emily Van Beek ,15-Jul,1,1,04_Smarc,04_Sm_1.0,23-Jul,8,1,3.33,Y,8.88,Y,0.0336,Y,,0.003783784,2,2,2
A613,AZ117,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Anqi Zang ,15-Jul,1,1,04_Smarc,04_Sm_1.0,24-Jul,9,1,1.97,Y,8.48,Y,0.034,Y,,0.004009434,2,2,2
